,repository,package,fix_commit,dep_file_fix_version,min_satisfying_version,latest_stable_version,pr_version,pr_number,pr_date,fix_date,pr_fix_diff,inspired
113,cruise-automation/webviz,lodash,d1e2b7422f5b16eebbd5d76b98db27780a3606b5,^4.17.11,4.17.11,4.17.20,4.17.13,237,2019-09-25T00:57:47Z,2020-08-31 14:48:39-07:00,"341,20",False
114,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1321,2019-08-27T13:32:49Z,2020-09-02 10:20:38+04:00,"371,16",True
115,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1323,2019-08-27T13:32:49Z,2020-09-02 10:20:38+04:00,"371,16",True
116,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.13,1328,2019-08-27T13:32:53Z,2020-09-02 10:20:38+04:00,"371,16",False
117,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1335,2019-08-27T13:32:58Z,2020-09-02 10:20:38+04:00,"371,16",True
118,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1337,2019-08-27T13:32:59Z,2020-09-02 10:20:38+04:00,"371,16",True
119,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1342,2019-08-27T13:33:02Z,2020-09-02 10:20:38+04:00,"371,16",True
120,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1343,2019-08-27T13:33:03Z,2020-09-02 10:20:38+04:00,"371,16",True
121,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1365,2019-08-27T13:34:09Z,2020-09-02 10:20:38+04:00,"371,16",True
122,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1321,2019-08-27T13:32:49Z,2020-09-02 10:20:38+04:00,"371,16",True
123,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1323,2019-08-27T13:32:49Z,2020-09-02 10:20:38+04:00,"371,16",True
124,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.13,1328,2019-08-27T13:32:53Z,2020-09-02 10:20:38+04:00,"371,16",False
125,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1335,2019-08-27T13:32:58Z,2020-09-02 10:20:38+04:00,"371,16",True
126,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1337,2019-08-27T13:32:59Z,2020-09-02 10:20:38+04:00,"371,16",True
127,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1342,2019-08-27T13:33:02Z,2020-09-02 10:20:38+04:00,"371,16",True
128,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1343,2019-08-27T13:33:03Z,2020-09-02 10:20:38+04:00,"371,16",True
129,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1365,2019-08-27T13:34:09Z,2020-09-02 10:20:38+04:00,"371,16",True
130,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1321,2019-08-27T13:32:49Z,2020-09-02 10:20:38+04:00,"371,16",True
131,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1323,2019-08-27T13:32:49Z,2020-09-02 10:20:38+04:00,"371,16",True
132,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.13,1328,2019-08-27T13:32:53Z,2020-09-02 10:20:38+04:00,"371,16",False
133,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1335,2019-08-27T13:32:58Z,2020-09-02 10:20:38+04:00,"371,16",True
134,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1337,2019-08-27T13:32:59Z,2020-09-02 10:20:38+04:00,"371,16",True
135,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1342,2019-08-27T13:33:02Z,2020-09-02 10:20:38+04:00,"371,16",True
136,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1343,2019-08-27T13:33:03Z,2020-09-02 10:20:38+04:00,"371,16",True
137,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1365,2019-08-27T13:34:09Z,2020-09-02 10:20:38+04:00,"371,16",True
138,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1321,2019-08-27T13:32:49Z,2020-09-02 10:20:38+04:00,"371,16",True
139,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1323,2019-08-27T13:32:49Z,2020-09-02 10:20:38+04:00,"371,16",True
140,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.13,1328,2019-08-27T13:32:53Z,2020-09-02 10:20:38+04:00,"371,16",False
141,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1335,2019-08-27T13:32:58Z,2020-09-02 10:20:38+04:00,"371,16",True
142,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1337,2019-08-27T13:32:59Z,2020-09-02 10:20:38+04:00,"371,16",True
143,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1342,2019-08-27T13:33:02Z,2020-09-02 10:20:38+04:00,"371,16",True
144,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1343,2019-08-27T13:33:03Z,2020-09-02 10:20:38+04:00,"371,16",True
145,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.15,1365,2019-08-27T13:34:09Z,2020-09-02 10:20:38+04:00,"371,16",True
146,dcos/dcos-website,eslint,1840f961179b5b8af4f524667db00d069f3a406a,^6.6.0,6.6.0,6.8.0,6.6.0,1665,2019-11-01T17:31:50Z,2020-01-10 15:47:15+00:00,"69,22",True
147,ebshimizu/stats-of-the-storm,jquery,b898b47a37b2d97985870c722dd748a0f9cf10eb,^3.3.1,3.3.1,3.5.1,3.4.0,284,2019-11-13T01:13:59Z,2020-07-12 13:29:52-04:00,"242,16",False
148,ebshimizu/stats-of-the-storm,jquery,b898b47a37b2d97985870c722dd748a0f9cf10eb,^3.3.1,3.3.1,3.5.1,3.4.0,284,2019-11-13T01:13:59Z,2020-07-12 13:29:52-04:00,"242,16",False
149,ebshimizu/stats-of-the-storm,handlebars,b898b47a37b2d97985870c722dd748a0f9cf10eb,^4.0.11,4.0.11,4.7.6,4.1.2,285,2019-11-13T01:24:25Z,2020-07-12 13:29:52-04:00,"242,16",False
150,ebshimizu/stats-of-the-storm,handlebars,b898b47a37b2d97985870c722dd748a0f9cf10eb,^4.0.11,4.0.11,4.7.6,4.3.0,293,2019-12-27T00:04:14Z,2020-07-12 13:29:52-04:00,"198,17",False
151,elastic/apm-agent-rum-js,codecov,6929cb3d461e24a29fa5c1fe91e0e830bd4c6d19,^3.6.5,3.6.5,4.0.0-0,3.6.5,643,2020-02-19T18:49:44Z,2020-02-27 13:42:26+01:00,"7,17",True
152,enketo/enketo-core,jquery,6991f273981013255d0ee364841f9f978244cc7a,^3.4.1,3.4.1,3.4.1,3.4.0,644,2019-08-02T17:16:08Z,2019-09-11 16:57:38-06:00,"40,5",False
153,enketo/enketo-core,jquery,6991f273981013255d0ee364841f9f978244cc7a,^3.4.1,3.4.1,3.4.1,3.4.0,644,2019-08-02T17:16:08Z,2019-09-11 16:57:38-06:00,"40,5",False
154,enketo/enketo-core,jquery,5b6bccbec5cf126cd6dc8dcd7786e3f87bbac5be,^3.5.1,3.5.1,3.5.1,3.4.0,644,2019-08-02T17:16:08Z,2020-05-05 11:34:16-06:00,"277,0",False
155,enketo/enketo-core,jquery,5b6bccbec5cf126cd6dc8dcd7786e3f87bbac5be,^3.5.1,3.5.1,3.5.1,3.5.0,711,2020-04-29T23:13:31Z,2020-05-05 11:34:16-06:00,"5,18",False
156,enketo/enketo-core,jquery,5b6bccbec5cf126cd6dc8dcd7786e3f87bbac5be,^3.5.1,3.5.1,3.5.1,3.4.0,644,2019-08-02T17:16:08Z,2020-05-05 11:34:16-06:00,"277,0",False
157,enketo/enketo-core,jquery,5b6bccbec5cf126cd6dc8dcd7786e3f87bbac5be,^3.5.1,3.5.1,3.5.1,3.5.0,711,2020-04-29T23:13:31Z,2020-05-05 11:34:16-06:00,"5,18",False
158,facebook/metro,codecov,c6926a9b259c233ab59e9cd63d528248f74eb610,^3.6.5,3.6.5,4.0.0-0,3.6.5,520,2020-02-19T18:27:06Z,2020-03-27 06:26:18-07:00,"36,18",True
159,facebook/metro,acorn,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,^5.1.2,5.1.2,7.1.1,5.7.4,534,2020-03-18T19:29:05Z,2020-03-23 06:08:17-07:00,"4,17",False
160,genouest/genouestaccountmanager,marked,df95bf2ff57224c50eee4cc5496972940aff7de4,^1.2.2,1.2.2,1.2.3,0.6.1,157,2020-03-13T14:56:56Z,2020-11-10 15:15:25+01:00,"241,23",False
161,ging/fiware-idm,sequelize,0e66906ab28164ab1e02d54e8d7df5b0e449ba91,^6.3.3,6.3.3,6.3.3,5.15.1,118,2019-11-02T16:50:08Z,2020-07-28 16:55:26+02:00,"268,22",False
162,go-faast/faast-web,axios,ca57cf0165d2542ee185c7b0ca482455df9ffd06,^0.19.0,0.19.0,0.19.0,0.18.1,142,2019-11-04T00:27:35Z,2019-11-08 10:25:28-05:00,"4,14",False
163,gregnb/mui-datatables,webpack-dev-server,abcb00ba55647f5f01db234e590a26e8fe3a0f0d,^3.7.1,3.7.1,3.9.0,3.1.11,1044,2019-11-02T21:28:44Z,2019-11-19 00:19:16-05:00,"16,7",False
164,gregnb/mui-datatables,next,03a3e07638c4e9ae3622aa142349382377290b7d,^9.4.4,9.4.4,9.4.4,9.3.2,1241,2020-03-31T05:58:44Z,2020-05-31 15:02:34-04:00,"61,13",False
165,haiwen/seafile-js,axios,a9fbf6228bef9576c93a7abc0c05135f5f648309,0.21.1,0.21.1,0.21.1,0.18.1,235,2019-10-29T03:52:20Z,2021-03-31 10:59:56+08:00,"518,23",False
166,idena-network/idena-desktop,next,dc3ccb149eda8e5591ed90b7fe6b29d7810c6d6e,^9.3.3,9.3.3,9.3.3,9.3.2,215,2020-03-31T12:14:36Z,2020-03-31 20:19:43+05:00,"0,3",False
167,ifanrx/hydrogen-js-sdk,axios,ccc6d6574badc59db48ec276e5d8cb4c3f1d3b03,^0.18.1,0.18.1,0.19.0,0.18.1,88,2019-10-30T03:45:33Z,2019-10-30 13:57:34+08:00,"0,2",True
168,iguazio/dashboard-controls,eslint,ec393244e77de7e80518e8c92b9e376953dddafa,^6.8.0,6.8.0,6.8.0,6.6.0,771,2019-10-30T18:04:10Z,2020-03-15 18:10:17+02:00,"136,22",False
169,informatics-isi-edu/ermrestjs,mime,6067e8aa61691c02c2fa18447749da24d1db0aa8,1.4.1,1.4.1,2.4.6,1.4.1,842,2020-05-28T02:22:33Z,2020-05-27 23:22:21-07:00,"0,3",True
170,inventaire/inventaire,lodash,8963c1ac6ba773fd06c525b2837ba22d6ce46c6d,^4.17.15,4.17.15,4.17.15,4.17.13,319,2019-11-01T13:28:33Z,2019-11-01 14:38:49+01:00,"0,0",False
171,invinst/CPDBv2_mobile,handlebars,1fe51d0c42b5ca397490d1d76fa6c9bebb34d112,^4.7.6,4.7.6,4.7.6,4.3.0,2,2019-12-28T20:28:12Z,2020-05-12 14:54:09+07:00,"135,11",False
172,ionic-team/ionic-site,jquery,f53b222d59f26559be439da6c69e2c542c0bf27e,3.4.1,3.4.1,3.4.1,3.4.1,1489,2019-10-28T21:27:59Z,2019-11-06 15:29:37-06:00,"9,0",False
173,ionic-team/ionic-site,jquery,f53b222d59f26559be439da6c69e2c542c0bf27e,3.4.1,3.4.1,3.4.1,3.4.1,1489,2019-10-28T21:27:59Z,2019-11-06 15:29:37-06:00,"9,0",False
174,ionic-team/ionic-site,marked,f53b222d59f26559be439da6c69e2c542c0bf27e,^0.7.0,0.7.0,0.7.0,0.7.0,1490,2019-10-28T21:28:11Z,2019-11-06 15:29:37-06:00,"9,0",False
175,isaacphysics/isaac-app,lodash,1eb3d23a665875a2df463c7f8e5556daaf563e74,^4.17.10,4.17.10,4.17.15,4.17.13,1043,2019-11-14T10:14:58Z,2020-04-20 10:31:43+01:00,"157,23",False
176,jitsi/jitsi-meet,jquery,d2e0c2eb429ece406582e15006578d213c745909,3.5.1,3.5.1,3.5.1,3.5.0,6476,2020-04-29T23:13:54Z,2020-05-25 17:05:29+02:00,"25,15",False
177,jitsi/jitsi-meet,jquery,d2e0c2eb429ece406582e15006578d213c745909,3.5.1,3.5.1,3.5.1,3.5.0,6476,2020-04-29T23:13:54Z,2020-05-25 17:05:29+02:00,"25,15",False
178,jitsi/lib-jitsi-meet,eslint,14f4a99bd7e363a8830d2e6ff86e0dc12964047b,5.6.1,5.6.1,7.4.0,4.18.2,1002,2019-10-30T15:45:42Z,2020-07-17 13:32:29+02:00,"260,19",False
179,joshhunt/destinySets,axios,6aa1ff4e1a16d099092b7929bba225a9b030d382,^0.18.0,0.18.0,0.19.0,0.18.1,245,2019-10-28T18:29:46Z,2019-12-10 23:51:04+00:00,"43,5",False
180,joyent/sdc-manta,js-yaml,49491432aa9acd27753eb4d2bf946b265e2808b6,3.13.1,3.13.1,3.13.1,3.13.1,16,2019-10-29T08:28:14Z,2019-12-05 16:05:38-08:00,"37,15",False
181,joyent/sdc-manta,js-yaml,49491432aa9acd27753eb4d2bf946b265e2808b6,3.13.1,3.13.1,3.13.1,3.13.1,16,2019-10-29T08:28:14Z,2019-12-05 16:05:38-08:00,"37,15",False
182,joyent/sdcadm,eslint,83f580f991850ed7b40b8cd88c48229fbf028728,4.19.1,4.19.1,7.7.0,4.19.1,45,2019-11-01T22:01:43Z,2020-08-17 18:49:37+02:00,"289,18",True
183,json-editor/json-editor,jquery,232d83ce7d27d0d9e03d51a4e9a45d19139bb3ba,^3.5.0,3.5.0,3.5.0,3.5.0,737,2020-04-29T23:45:27Z,2020-05-04 15:33:15+02:00,"4,13",False
184,json-editor/json-editor,jquery,232d83ce7d27d0d9e03d51a4e9a45d19139bb3ba,^3.5.0,3.5.0,3.5.0,3.5.0,737,2020-04-29T23:45:27Z,2020-05-04 15:33:15+02:00,"4,13",False
185,kaltura/playkit-js,eslint,6d0bf70a42183885a06fde979d00386db95136c6,^7.5.0,7.5.0,7.5.0,4.18.2,411,2019-10-31T16:06:23Z,2020-07-20 12:23:57+03:00,"262,17",False
186,kaltura/playkit-js-ui,eslint,e62bfdd8b3b9bd6335c6c6cf15b27dc0ff0df6cf,^4.1.1,4.1.1,7.5.0,4.18.2,446,2019-10-29T07:29:52Z,2020-07-27 19:07:19+03:00,"272,8",False
187,keystonejs/keystone,tinymce,89fd446d5b43fc04d872eab1f18025b2ac8d816e,^5.2.0,5.2.0,5.2.0,5.1.4,2306,2020-01-30T21:29:03Z,2020-02-28 03:15:31+11:00,"27,18",False
188,kitspace/kitspace,superagent,89caab4d57827f82ee1d36f7155acd5650079c8d,^3.3.1,3.3.1,5.1.3,5.0.2,205,2019-10-30T12:21:11Z,2019-12-24 23:40:56+00:00,"55,11",False
189,konecnyna/slack-cat,axios,258a8d35ef33965aa50d37df2b39fa0f4e4e287b,^0.19.0,0.19.0,0.19.0,0.18.1,24,2019-06-03T23:01:33Z,2019-07-30 14:17:41-04:00,"56,19",False
190,kuzzleio/kuzzle,codecov,35912c3375a863e27df85280eddeff866f44e9a9,^3.6.5,3.6.5,4.0.0-0,3.6.5,1574,2020-02-19T17:53:07Z,2020-03-05 12:57:44+01:00,"14,18",True
191,kuzzleio/kuzzle,minimist,a3b6e4c28d1c4cd4788413ccaf69cea2be3a9b2e,1.2.5,1.2.5,1.2.5,1.2.2,1583,2020-03-15T00:27:24Z,2020-04-22 14:22:38+02:00,"38,11",False
192,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,^4.5.2,4.5.2,4.7.3,4.1.2,912,2019-06-05T15:02:11Z,2020-03-04 11:12:20+01:00,"272,19",False
193,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,^4.5.2,4.5.2,4.7.3,4.1.2,915,2019-06-05T23:32:30Z,2020-03-04 11:12:20+01:00,"272,10",False
194,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,^4.5.2,4.5.2,4.7.3,4.1.2,916,2019-06-05T23:33:05Z,2020-03-04 11:12:20+01:00,"272,10",False
195,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,^4.5.2,4.5.2,4.7.3,4.1.2,917,2019-06-05T23:33:06Z,2020-03-04 11:12:20+01:00,"272,10",False
196,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,^4.5.2,4.5.2,4.7.3,4.1.2,918,2019-06-05T23:33:20Z,2020-03-04 11:12:20+01:00,"272,10",False
197,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,^4.5.2,4.5.2,4.7.3,4.1.2,919,2019-06-05T23:33:23Z,2020-03-04 11:12:20+01:00,"272,10",False
198,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,^4.5.2,4.5.2,4.7.3,4.1.2,920,2019-06-05T23:37:36Z,2020-03-04 11:12:20+01:00,"272,10",False
199,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,^4.5.2,4.5.2,4.7.3,4.1.2,922,2019-06-06T03:39:25Z,2020-03-04 11:12:20+01:00,"272,6",False
200,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,^4.5.2,4.5.2,4.7.3,4.5.3,1493,2019-12-27T09:00:01Z,2020-03-04 11:12:20+01:00,"68,1",False
201,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,^4.5.2,4.5.2,4.7.3,4.5.3,1494,2019-12-27T10:29:09Z,2020-03-04 11:12:20+01:00,"67,23",False
202,lane711/sonicjs,lodash,271afa9003ba80667df16f9b083ed2d8f8ed5b72,^4.17.15,4.17.15,4.17.15,4.17.15,4,2019-11-01T23:27:10Z,2019-12-04 08:49:43-08:00,"32,17",False
203,lane711/sonicjs,lodash,271afa9003ba80667df16f9b083ed2d8f8ed5b72,^4.17.15,4.17.15,4.17.15,4.17.14,10,2019-11-09T03:30:32Z,2019-12-04 08:49:43-08:00,"25,13",False
204,lhncbc/lforms,angular,076e33f42884b4bc3fd6b5082bb09f7c821c5d5f,^1.7.9,1.7.9,1.7.9,1.7.9,16,2019-11-20T16:50:41Z,2019-12-04 17:42:05-05:00,"14,5",False
205,linagora/openpaas-esn,mongoose,d106f9ab9edb9809a21c5e98f0a6b342acaa1968,5.7.12,5.7.12,5.7.12,5.7.7,80,2019-10-29T13:56:49Z,2019-11-28 16:40:00+07:00,"29,19",False
206,linagora/openpaas-esn,mongoose,d106f9ab9edb9809a21c5e98f0a6b342acaa1968,5.7.12,5.7.12,5.7.12,5.7.12,81,2019-11-27T14:24:31Z,2019-11-28 16:40:00+07:00,"0,19",False
207,luangjokaj/wordpressify,lodash,5ec5e020b9009f3dbf20473ef287702c279c76d0,^4.17.14,4.17.14,4.17.14,4.17.14,48,2019-07-16T11:43:42Z,2019-07-16 13:45:34+02:00,"0,0",False
208,luminati-io/luminati-proxy,jquery,71f610bbc682af36509b59c14a7c600a7f8f9572,3.4.1,3.4.1,3.4.1,3.4.1,196,2019-10-28T17:51:10Z,2019-11-19 12:30:18+02:00,"21,16",False
209,luminati-io/luminati-proxy,jquery,71f610bbc682af36509b59c14a7c600a7f8f9572,3.4.1,3.4.1,3.4.1,3.4.1,196,2019-10-28T17:51:10Z,2019-11-19 12:30:18+02:00,"21,16",False
210,luminati-io/luminati-proxy,lodash,71f610bbc682af36509b59c14a7c600a7f8f9572,4.17.15,4.17.15,4.17.15,4.17.15,197,2019-10-28T17:51:21Z,2019-11-19 12:30:18+02:00,"21,16",False
211,mParticle/mparticle-web-sdk,eslint,405fde7256c96461ca72296346f7ef77c936ec29,^6.1.0,6.1.0,6.1.0,4.18.2,9,2019-06-20T21:45:15Z,2019-08-07 09:12:27-04:00,"47,15",False
212,makeomatic/ms-users,serialize-javascript,4d11f2c8f2b1c23fa857507b3bb8becc40aacaa6,^2.1.2,2.1.2,2.1.2,2.1.1,435,2019-12-06T23:05:06Z,2019-12-09 20:45:57-08:00,"3,5",False
213,mapcentia/vidi,lodash,3fd98778a231851c7873a40541a30848354d5170,^4.17.15,4.17.15,4.17.21,4.17.15,184,2019-11-07T14:25:47Z,2021-03-05 14:19:59+01:00,"483,22",True
214,mapcentia/vidi,lodash,3fd98778a231851c7873a40541a30848354d5170,^4.17.15,4.17.15,4.17.21,4.17.15,184,2019-11-07T14:25:47Z,2021-03-05 14:19:59+01:00,"483,22",True
215,mapcentia/vidi,lodash,3fd98778a231851c7873a40541a30848354d5170,^4.17.15,4.17.15,4.17.21,4.17.15,184,2019-11-07T14:25:47Z,2021-03-05 14:19:59+01:00,"483,22",True
216,mapcentia/vidi,lodash,3fd98778a231851c7873a40541a30848354d5170,^4.17.15,4.17.15,4.17.21,4.17.15,184,2019-11-07T14:25:47Z,2021-03-05 14:19:59+01:00,"483,22",True
217,mozilla/hubs,acorn,886f8a6005309e3481fd4cfb3d4ca69fd1a08325,^6.4.1,6.4.1,7.1.1,5.7.4,2328,2020-04-04T16:11:00Z,2020-04-08 15:12:47-07:00,"4,6",False
218,nasa/openmct,lodash,09cfe4f99ade89a23515614acc5f350e26fca970,^4.17.12,4.17.12,4.17.15,4.17.15,2835,2020-03-31T22:57:43Z,2020-04-07 12:02:49-07:00,"6,20",False
219,nasa/openmct,lodash,09cfe4f99ade89a23515614acc5f350e26fca970,^4.17.12,4.17.12,4.17.15,4.17.15,2835,2020-03-31T22:57:43Z,2020-04-07 12:02:49-07:00,"6,20",False
220,nasa/openmct,lodash,09cfe4f99ade89a23515614acc5f350e26fca970,^4.17.12,4.17.12,4.17.15,4.17.15,2835,2020-03-31T22:57:43Z,2020-04-07 12:02:49-07:00,"6,20",False
221,nasa/openmct,lodash,09cfe4f99ade89a23515614acc5f350e26fca970,^4.17.12,4.17.12,4.17.15,4.17.15,2835,2020-03-31T22:57:43Z,2020-04-07 12:02:49-07:00,"6,20",False
222,nasa/openmct,angular,a88e476fc4e818b667f078c4e7aba6bfd3685b4e,1.7,1.7.0,1.7.9,1.7.9,2836,2020-03-31T22:58:14Z,2020-04-17 14:23:41-07:00,"16,22",False
223,nasa/openmct,angular,a88e476fc4e818b667f078c4e7aba6bfd3685b4e,1.7,1.7.0,1.7.9,1.7.9,2836,2020-03-31T22:58:14Z,2020-04-17 14:23:41-07:00,"16,22",False
224,nasa/openmct,angular,a88e476fc4e818b667f078c4e7aba6bfd3685b4e,1.7,1.7.0,1.7.9,1.7.9,2836,2020-03-31T22:58:14Z,2020-04-17 14:23:41-07:00,"16,22",False
225,ncbi/icn3d,jquery,a15bdac22c6b7fca23179e8ecbca3fe3b329118a,^3.5.1,3.5.1,3.5.1,3.5.0,22,2020-04-29T22:41:55Z,2020-05-07 08:58:47-04:00,"7,14",False
226,ncbi/icn3d,jquery,a15bdac22c6b7fca23179e8ecbca3fe3b329118a,^3.5.1,3.5.1,3.5.1,3.5.0,22,2020-04-29T22:41:55Z,2020-05-07 08:58:47-04:00,"7,14",False
227,noobaa/noobaa-core,minimist,980633a4d945c757126a8f4e79e5df3392f6c2e8,1.2.5,1.2.5,1.2.5,1.2.3,5974,2020-04-04T22:20:31Z,2020-04-22 12:00:24+03:00,"17,10",False
228,nuxeo/doc.nuxeo.com,lodash.defaultsdeep,0e63d4b1b0f43183da7bd945c1055f1e2f157b8d,^4.6.1,4.6.1,4.6.1,4.6.1,56,2019-07-31T11:26:19Z,2019-07-31 12:41:15+01:00,"0,0",False
