,repository,package,fix_commit,dep_file_fix_version,min_satisfying_version,latest_stable_version,pr_version,pr_number,pr_date,fix_date,pr_fix_diff,inspired
229,nuxeo/doc.nuxeo.com,jquery,4371d52ca1d8da4fc1991ab5def833be27ad1baf,^3.5.1,3.5.1,3.5.1,3.5.0,64,2020-04-29T23:17:23Z,2020-12-01 11:37:06+00:00,"215,12",False
230,nuxeo/doc.nuxeo.com,jquery,4371d52ca1d8da4fc1991ab5def833be27ad1baf,^3.5.1,3.5.1,3.5.1,3.5.0,64,2020-04-29T23:17:23Z,2020-12-01 11:37:06+00:00,"215,12",False
231,okta/okta-oidc-js,eslint,bcdb293008574dea59fbf3e80439472dd2211acd,^6.6.0,6.6.0,7.7.0,4.18.2,587,2019-10-29T21:22:49Z,2020-08-18 14:12:41-07:00,"293,23",False
232,okta/okta-oidc-js,eslint,bcdb293008574dea59fbf3e80439472dd2211acd,^6.6.0,6.6.0,7.7.0,4.18.2,589,2019-10-29T21:22:51Z,2020-08-18 14:12:41-07:00,"293,23",False
233,okta/okta-oidc-js,eslint,bcdb293008574dea59fbf3e80439472dd2211acd,^6.6.0,6.6.0,7.7.0,4.18.2,587,2019-10-29T21:22:49Z,2020-08-18 14:12:41-07:00,"293,23",False
234,okta/okta-oidc-js,eslint,bcdb293008574dea59fbf3e80439472dd2211acd,^6.6.0,6.6.0,7.7.0,4.18.2,589,2019-10-29T21:22:51Z,2020-08-18 14:12:41-07:00,"293,23",False
235,okta/okta-signin-widget,handlebars,3ac34f29f550b886180abb3e6ef525ca237481e1,^4.5.3,4.5.3,4.7.7,4.5.3,995,2019-12-28T08:27:44Z,2021-04-01 15:51:17+00:00,"460,7",True
236,okta/okta-signin-widget,handlebars,3ac34f29f550b886180abb3e6ef525ca237481e1,^4.5.3,4.5.3,4.7.7,4.5.3,996,2019-12-28T08:29:51Z,2021-04-01 15:51:17+00:00,"460,7",True
237,okta/okta-signin-widget,handlebars,3ac34f29f550b886180abb3e6ef525ca237481e1,^4.5.3,4.5.3,4.7.7,4.7.3,1103,2020-03-23T16:32:43Z,2021-04-01 15:51:17+00:00,"373,23",False
238,okta/okta-signin-widget,handlebars,3ac34f29f550b886180abb3e6ef525ca237481e1,^4.5.3,4.5.3,4.7.7,4.7.3,1104,2020-03-23T16:32:44Z,2021-04-01 15:51:17+00:00,"373,23",False
239,okta/okta-signin-widget,handlebars,3ac34f29f550b886180abb3e6ef525ca237481e1,^4.5.3,4.5.3,4.7.7,4.7.6,1128,2020-04-08T21:01:17Z,2021-04-01 15:51:17+00:00,"357,18",False
240,okta/okta-signin-widget,handlebars,3ac34f29f550b886180abb3e6ef525ca237481e1,^4.5.3,4.5.3,4.7.7,4.7.6,1129,2020-04-08T21:01:17Z,2021-04-01 15:51:17+00:00,"357,18",False
241,openglobus/openglobus,eslint,69bc9da9fa700f5e46953586b5dd59084cd78048,^5.0.0,5.0.0,6.8.0,4.18.2,205,2019-10-29T21:38:18Z,2019-12-31 17:59:55+03:00,"62,17",False
242,openpracticelibrary/openpracticelibrary,js-yaml,c4e706536a10580dff910035a78aca0dafcc6795,^3.13.1,3.13.1,3.13.1,3.13.1,761,2019-08-07T14:41:17Z,2019-08-07 16:26:52+01:00,"0,0",False
243,openpracticelibrary/openpracticelibrary,js-yaml,c4e706536a10580dff910035a78aca0dafcc6795,^3.13.1,3.13.1,3.13.1,3.13.1,761,2019-08-07T14:41:17Z,2019-08-07 16:26:52+01:00,"0,0",False
244,optimistdigital/create-frontend,serialize-javascript,b3c803981a1bbcb3446bf654c2e628d98ff70f38,^2.1.2,2.1.2,2.1.2,2.1.1,8,2019-12-05T19:47:39Z,2019-12-11 11:33:54+02:00,"5,13",False
245,optimistdigital/create-frontend,minimist,1360b0cec267f705a6285cef899ded4391bddaf0,^1.2.5,1.2.5,1.2.5,1.2.2,11,2020-03-14T00:51:40Z,2020-03-31 14:52:21+03:00,"17,11",False
246,overleaf/web,mongoose,dff429af5a7117e73b03233e186dc5e662ce1f6b,^5.10.7,5.10.7,5.10.9,5.7.5,695,2019-10-28T14:36:03Z,2020-10-13 02:04:26+00:00,"350,11",False
247,overleaf/web,angular,7053dc27267a337291930803db27a9e0382ec3e9,~1.8.0,1.8.0,1.8.0,1.7.9,711,2019-12-17T04:23:48Z,2020-08-10 15:55:23+00:00,"237,11",False
248,ow2-proactive/studio,lodash,e3b79eaa8227ce45d43cca05a8a1780315a7c4cc,^4.13.1,4.13.1,4.17.15,4.17.13,706,2019-10-01T22:21:36Z,2020-01-02 15:40:38+01:00,"92,16",False
249,ow2-proactive/studio,lodash,e3b79eaa8227ce45d43cca05a8a1780315a7c4cc,^4.13.1,4.13.1,4.17.15,4.17.13,706,2019-10-01T22:21:36Z,2020-01-02 15:40:38+01:00,"92,16",False
250,ow2-proactive/studio,lodash,e3b79eaa8227ce45d43cca05a8a1780315a7c4cc,^4.13.1,4.13.1,4.17.15,4.17.13,706,2019-10-01T22:21:36Z,2020-01-02 15:40:38+01:00,"92,16",False
251,ow2-proactive/studio,lodash,e3b79eaa8227ce45d43cca05a8a1780315a7c4cc,^4.13.1,4.13.1,4.17.15,4.17.13,706,2019-10-01T22:21:36Z,2020-01-02 15:40:38+01:00,"92,16",False
252,pass-culture/pass-culture-browser,webpack-dev-server,c5c99f31e776bc5c188ab9dca25a0b7f07f7e0b4,^3.8.0,3.8.0,3.9.0,3.1.11,1363,2019-10-21T18:56:50Z,2019-10-30 15:46:44+01:00,"8,19",False
253,pastelsky/bundlephobia,next,2b1b87f784c59975e87d2c3c4da7b7fa0183e45c,^9.5.3,9.5.3,9.5.3,9.3.2,330,2020-03-31T12:18:40Z,2020-09-05 18:16:37+05:30,"158,0",False
254,peeranha/peeranha-web,lodash,39a3382171f4035ae7912303e3af9213a7afb49c,4.17.13,4.17.13,4.17.15,4.17.13,94,2019-11-01T08:53:07Z,2020-01-26 17:51:11+03:00,"86,5",True
255,peeranha/peeranha-web,lodash,39a3382171f4035ae7912303e3af9213a7afb49c,4.17.13,4.17.13,4.17.15,4.17.13,94,2019-11-01T08:53:07Z,2020-01-26 17:51:11+03:00,"86,5",True
256,peeranha/peeranha-web,lodash,39a3382171f4035ae7912303e3af9213a7afb49c,4.17.13,4.17.13,4.17.15,4.17.13,94,2019-11-01T08:53:07Z,2020-01-26 17:51:11+03:00,"86,5",True
257,peeranha/peeranha-web,jquery,39a3382171f4035ae7912303e3af9213a7afb49c,3.4.0,3.4.0,3.4.1,3.4.0,95,2019-11-01T08:53:08Z,2020-01-26 17:51:11+03:00,"86,5",True
258,peeranha/peeranha-web,jquery,39a3382171f4035ae7912303e3af9213a7afb49c,3.4.0,3.4.0,3.4.1,3.4.0,95,2019-11-01T08:53:08Z,2020-01-26 17:51:11+03:00,"86,5",True
259,peeranha/peeranha-web,bootstrap,39a3382171f4035ae7912303e3af9213a7afb49c,4.3.1,4.3.1,4.4.1,4.3.1,96,2019-11-01T08:53:10Z,2020-01-26 17:51:11+03:00,"86,5",True
260,pfitzpaddy/ngm-reportHub,open,f23e09de5056a1aa242b5b2cc347acdce6063c97,^7.0.2,7.0.2,7.0.2,7.0.0,310,2019-10-29T13:58:25Z,2020-02-04 15:26:51+01:00,"98,0",False
261,politics-rewired/Spoke,foreman,8f8eab06bb8623d4c4429618bedb9fb9e2ffb615,^3.0.1,3.0.1,3.0.1,3.0.1,347,2019-11-05T02:53:10Z,2020-01-31 18:41:35-05:00,"87,20",False
262,politics-rewired/Spoke,eslint,4f887b1eca7e75e18b1994065af33282476fcb63,6.8.0,6.8.0,7.7.0,4.18.2,348,2019-11-05T02:53:10Z,2020-08-18 11:27:40-04:00,"287,12",False
263,politics-rewired/Spoke,webpack-dev-server,74b8c4234714cf2b808babdf14142bbdb516da83,^3.8.0,3.8.0,3.10.2,3.1.11,349,2019-11-05T02:53:13Z,2020-01-31 18:41:35-05:00,"87,20",False
264,portainer/portainer,eslint,229f2e48a0e2a8800ef965e5ed345eab95edb3db,5.16.0,5.16.0,6.1.0,4.18.2,2961,2019-06-21T12:51:54Z,2019-08-14 16:36:18+02:00,"54,1",False
265,portainer/portainer,angular,39affedf1d9a7d8f4a2ab967b7db9a74c633a8a6,1.8.0,1.8.0,1.8.0,1.7.9,3392,2019-11-20T16:48:28Z,2020-07-23 09:28:19+03:00,"245,13",False
266,portainer/portainer,angular,39affedf1d9a7d8f4a2ab967b7db9a74c633a8a6,1.8.0,1.8.0,1.8.0,1.7.9,3392,2019-11-20T16:48:28Z,2020-07-23 09:28:19+03:00,"245,13",False
267,portainer/portainer,jquery,05cc353c53b40437978c6c6b46de3c1f23149a72,^3.5.1,3.5.1,3.5.1,3.5.0,3773,2020-04-30T02:00:38Z,2020-06-11 19:59:05+02:00,"42,15",False
268,portainer/portainer,jquery,05cc353c53b40437978c6c6b46de3c1f23149a72,^3.5.1,3.5.1,3.5.1,3.5.0,3773,2020-04-30T02:00:38Z,2020-06-11 19:59:05+02:00,"42,15",False
269,protectwise/troika,acorn,7c989b09f705fe7302fc26e5c49292b238c7c4f6,^6.4.1,6.4.1,7.1.1,6.4.1,30,2020-03-14T00:23:19Z,2020-03-26 16:06:30-06:00,"12,21",True
270,rapidpro/rapidpro,react-dom,dbf3b7491447fb73655b2635cdabf1a0de4e41b7,16.3.3,16.3.3,16.8.6,16.3.3,956,2019-06-18T00:12:05Z,2019-06-17 17:23:12-07:00,"0,0",True
271,razzius/weave,eslint-utils,14f4b024300f4652aee683e5827749f0ed606265,1.4.1,1.4.1,1.4.2,1.4.2,118,2019-09-17T11:01:02Z,2019-09-17 04:24:20-07:00,"0,0",False
272,razzius/weave,yarn,0f22c846969d0e4208328e97af7451bf1d1641c3,^1.22.0,1.22.0,1.22.0,1.22.0,164,2020-02-14T23:53:39Z,2020-02-14 15:59:23-08:00,"0,0",False
273,redsolution/xabber-web,npm,e582c1531558e6b02fa615870409e029ec6e8065,^6.14.0,6.14.0,6.14.7,6.13.4,33,2019-12-13T15:59:37Z,2020-08-12 15:18:14+05:00,"242,18",False
274,redsolution/xabber-web,npm,e582c1531558e6b02fa615870409e029ec6e8065,^6.14.0,6.14.0,6.14.7,6.13.4,33,2019-12-13T15:59:37Z,2020-08-12 15:18:14+05:00,"242,18",False
275,redsolution/xabber-web,npm,e582c1531558e6b02fa615870409e029ec6e8065,^6.14.0,6.14.0,6.14.7,6.13.4,33,2019-12-13T15:59:37Z,2020-08-12 15:18:14+05:00,"242,18",False
276,redux-form/redux-form,lodash,76cb24aba63dd3f3bf4a662ac3f4f66b6090663a,^4.17.15,4.17.15,4.17.15,4.17.15,4573,2019-11-29T10:48:08Z,2019-11-29 13:07:39+02:00,"0,0",False
277,redux-form/redux-form,lodash,76cb24aba63dd3f3bf4a662ac3f4f66b6090663a,^4.17.15,4.17.15,4.17.15,4.17.15,4574,2019-11-29T10:48:26Z,2019-11-29 13:07:39+02:00,"0,0",False
278,redux-form/redux-form,lodash,76cb24aba63dd3f3bf4a662ac3f4f66b6090663a,^4.17.15,4.17.15,4.17.15,4.17.15,4573,2019-11-29T10:48:08Z,2019-11-29 13:07:39+02:00,"0,0",False
279,redux-form/redux-form,lodash,76cb24aba63dd3f3bf4a662ac3f4f66b6090663a,^4.17.15,4.17.15,4.17.15,4.17.15,4574,2019-11-29T10:48:26Z,2019-11-29 13:07:39+02:00,"0,0",False
280,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4575,2019-11-29T10:48:47Z,2019-11-29 13:45:06+02:00,"0,0",False
281,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4578,2019-11-29T11:09:07Z,2019-11-29 13:45:06+02:00,"0,0",False
282,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4579,2019-11-29T11:09:10Z,2019-11-29 13:45:06+02:00,"0,0",False
283,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4580,2019-11-29T11:09:11Z,2019-11-29 13:45:06+02:00,"0,0",False
284,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4575,2019-11-29T10:48:47Z,2019-11-29 13:45:06+02:00,"0,0",False
285,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4578,2019-11-29T11:09:07Z,2019-11-29 13:45:06+02:00,"0,0",False
286,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4579,2019-11-29T11:09:10Z,2019-11-29 13:45:06+02:00,"0,0",False
287,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4580,2019-11-29T11:09:11Z,2019-11-29 13:45:06+02:00,"0,0",False
288,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4575,2019-11-29T10:48:47Z,2019-11-29 13:45:06+02:00,"0,0",False
289,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4578,2019-11-29T11:09:07Z,2019-11-29 13:45:06+02:00,"0,0",False
290,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4579,2019-11-29T11:09:10Z,2019-11-29 13:45:06+02:00,"0,0",False
291,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4580,2019-11-29T11:09:11Z,2019-11-29 13:45:06+02:00,"0,0",False
292,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4575,2019-11-29T10:48:47Z,2019-11-29 13:45:06+02:00,"0,0",False
293,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4578,2019-11-29T11:09:07Z,2019-11-29 13:45:06+02:00,"0,0",False
294,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4579,2019-11-29T11:09:10Z,2019-11-29 13:45:06+02:00,"0,0",False
295,redux-form/redux-form,lodash-es,0cb7ed82073be11a67b31dc71ea03bd3b2fa1a7d,^4.17.15,4.17.15,4.17.15,4.17.15,4580,2019-11-29T11:09:11Z,2019-11-29 13:45:06+02:00,"0,0",False
296,rtfeldman/node-test-runner,minimist,09fae598ec30664349e795280791104768cfd623,1.2.5,1.2.5,1.2.5,1.2.2,411,2020-03-13T21:43:51Z,2020-04-09 22:13:29+01:00,"26,23",False
297,rtfeldman/node-test-runner,minimist,09fae598ec30664349e795280791104768cfd623,1.2.5,1.2.5,1.2.5,1.2.3,413,2020-04-04T02:39:09Z,2020-04-09 22:13:29+01:00,"5,18",False
298,sehugg/8bitworkshop,jquery,7371b71648078fac50d350c04cf9e2683f380629,^3.5.1,3.5.1,3.5.1,3.5.0,36,2020-04-30T00:19:58Z,2020-05-13 12:29:38-05:00,"13,17",False
299,sehugg/8bitworkshop,jquery,7371b71648078fac50d350c04cf9e2683f380629,^3.5.1,3.5.1,3.5.1,3.5.0,36,2020-04-30T00:19:58Z,2020-05-13 12:29:38-05:00,"13,17",False
300,sendgrid/docs,lodash,554e8e29fe963b61d5db6c63bb6ac9b8668295da,^4.17.15,4.17.15,4.17.15,4.17.13,5605,2019-10-17T03:12:51Z,2019-10-17 11:12:38-06:00,"0,13",False
301,shadowsocks/shadowsocks-manager,knex,b0b977167f8d2b6199d75063ec7eb8f64c03a42b,^0.20.1,0.20.1,0.20.1,0.19.5,614,2019-10-31T14:07:56Z,2019-11-02 16:31:47+08:00,"1,18",False
302,steemit/condenser,minimist,537702ecdb4cd8e267d9a910d2628db335060c14,1.2.2,1.2.2,1.2.5,1.2.2,3753,2020-03-16T03:28:45Z,2020-04-02 14:53:07+08:00,"17,3",True
303,team-friendo/signalboost,sequelize,8a5a758574d159e300489b82cce46891f85c5aae,^5.21.3,5.21.3,6.0.0,5.15.1,2,2019-10-29T16:11:49Z,2019-12-17 22:43:16-08:00,"49,14",False
304,team-friendo/signalboost,lodash,8a5a758574d159e300489b82cce46891f85c5aae,^4.17.15,4.17.15,4.17.15,4.17.13,4,2019-11-06T03:08:39Z,2019-12-17 22:43:16-08:00,"42,3",False
305,telldus/telldus-live-mobile-v3,axios,6776467cd77428b3ae9b2e2e58e296c39fe12453,~0.19.2,0.19.2,0.19.2,0.18.1,2,2019-10-28T14:17:28Z,2020-03-06 13:33:55+05:30,"129,17",False
306,telldus/telldus-live-mobile-v3,lodash,6776467cd77428b3ae9b2e2e58e296c39fe12453,~4.17.11,4.17.11,4.17.15,4.17.13,3,2019-10-28T14:17:32Z,2020-03-06 13:33:55+05:30,"129,17",False
307,thomaspark/bootswatch,jquery,2a3e1c5ff57f200164d123ae0bfeeb32b0045a20,^3.5.1,3.5.1,3.5.1,3.5.0,961,2020-04-30T06:20:11Z,2020-05-13 21:11:40-04:00,"13,18",False
308,thomaspark/bootswatch,jquery,2a3e1c5ff57f200164d123ae0bfeeb32b0045a20,^3.5.1,3.5.1,3.5.1,3.5.0,961,2020-04-30T06:20:11Z,2020-05-13 21:11:40-04:00,"13,18",False
309,tillhub/schemas,codecov,47cc70883b58010231eb3e2801bd1782d92b473b,^3.7.2,3.7.2,4.0.0-0,3.6.5,347,2020-02-19T17:57:22Z,2020-08-24 15:30:08+02:00,"186,19",False
310,topcoder-platform/community-app,serialize-javascript,0437b681647fbeb47929324759fa81304b3b473d,^2.1.1,2.1.1,3.0.0,2.1.1,3493,2019-12-05T18:46:26Z,2020-04-17 13:25:45+03:00,"133,15",True
311,viewstools/morph,minimist,c0ff1c9c7dfc2c87ce672a572ba7dd9aa8ed9cee,^1.2.0,1.2.0,1.2.5,1.2.2,185,2020-03-16T03:57:24Z,2020-06-12 21:52:49+02:00,"88,15",False
312,viewstools/morph,minimist,c0ff1c9c7dfc2c87ce672a572ba7dd9aa8ed9cee,^1.2.0,1.2.0,1.2.5,1.2.3,186,2020-04-04T16:33:37Z,2020-06-12 21:52:49+02:00,"69,3",False
313,viz-centric/flair-bi,bower,f7967692b7e09be6b5c30c523df7b339feaaf705,1.8.8,1.8.8,1.8.8,1.8.8,321,2019-11-18T18:23:19Z,2020-03-17 22:53:50+01:00,"120,3",False
314,vlocityinc/vlocity_build,js-yaml,79cb950818a782ad1ddb7fd77ae60989bd85e76e,3.13.1,3.13.1,3.13.1,3.13.1,232,2019-10-09T16:36:55Z,2020-04-06 09:49:56-07:00,"180,0",False
315,vlocityinc/vlocity_build,js-yaml,79cb950818a782ad1ddb7fd77ae60989bd85e76e,3.13.1,3.13.1,3.13.1,3.13.1,232,2019-10-09T16:36:55Z,2020-04-06 09:49:56-07:00,"180,0",False
316,vtex/address-form,eslint,c8d73825096dd5e529cd4a34cf484aaaa24b94f1,^6.8.0,6.8.0,7.8.0,4.18.2,184,2019-07-25T22:47:55Z,2020-09-01 10:47:46-03:00,"403,14",False
317,vtex/address-form,eslint-utils,06e452241117524bb5379919253e0349016ed134,^1.3.1,1.3.1,1.4.2,1.4.1,199,2019-08-27T03:28:20Z,2019-09-19 17:57:25-03:00,"23,17",False
318,vtex/address-form,eslint-utils,06e452241117524bb5379919253e0349016ed134,^1.3.1,1.3.1,1.4.2,1.4.1,200,2019-08-27T03:28:26Z,2019-09-19 17:57:25-03:00,"23,17",False
319,vuejs/vue,serialize-javascript,fc41f913124b4c9cfdc9670392009774c7fc85ad,^2.1.2,2.1.2,2.1.2,2.1.1,10904,2019-12-07T07:36:37Z,2019-12-13 14:51:41-05:00,"6,12",False
320,webpack/webpack.js.org,handlebars,f5a399c1b77d6d461a048eb17356d4a93545d97d,4.5.3,4.5.3,4.5.3,4.5.3,3427,2019-12-28T02:10:31Z,2019-12-28 13:14:59+02:00,"0,9",False
321,webpack/webpack.js.org,minimist,eb48677d3dec74b8fafd551dc01154ebc6153147,1.2.2,1.2.2,1.2.5,1.2.2,3622,2020-03-16T04:14:48Z,2020-03-18 20:53:23+02:00,"2,14",True
322,webpack/webpack.js.org,minimist,22dcb8a1ce7e2a1b02aa4cd6c99af0a69fba2ea7,1.2.3,1.2.3,1.2.5,1.2.2,3622,2020-03-16T04:14:48Z,2020-04-05 12:53:53+02:00,"20,6",False
323,webpack/webpack.js.org,minimist,22dcb8a1ce7e2a1b02aa4cd6c99af0a69fba2ea7,1.2.3,1.2.3,1.2.5,1.2.3,3677,2020-04-05T07:44:17Z,2020-04-05 12:53:53+02:00,"0,3",True
324,wesbos/Syntax,next,2a6a4a6eb8fb773202d53c80fd44ed5fe8cf049a,^9.4.2,9.4.2,9.4.2,9.3.2,483,2020-03-31T23:00:43Z,2020-05-25 20:48:33+02:00,"54,19",False
325,wikimedia/mediawiki-extensions-Popups,jquery,189b386a131815985ec9dcb7b7f2b6d7b25d4f5c,3.3.1,3.3.1,3.4.1,3.4.0,1,2019-11-04T18:11:36Z,2019-12-11 15:16:13-08:00,"37,5",False
326,wikimedia/mediawiki-extensions-Popups,jquery,189b386a131815985ec9dcb7b7f2b6d7b25d4f5c,3.3.1,3.3.1,3.4.1,3.4.0,1,2019-11-04T18:11:36Z,2019-12-11 15:16:13-08:00,"37,5",False
327,willin/github-trending,axios,12813ddb8e627687a91a354f9ab87bfab7dfe1c8,^0.19.2,0.19.2,0.19.2,0.18.1,3,2019-10-13T14:31:32Z,2020-07-03 11:58:42+08:00,"263,13",False
328,wirecard/merchant-documentation-gateway,minimist,51ac09d604af3e8fae34c615b1257ddc2648062e,^1.2.5,1.2.5,1.2.5,1.2.2,354,2020-03-17T09:16:10Z,2020-04-06 11:40:02+02:00,"20,0",False
329,wirecard/merchant-documentation-gateway,minimist,51ac09d604af3e8fae34c615b1257ddc2648062e,^1.2.5,1.2.5,1.2.5,1.2.3,380,2020-04-06T09:38:11Z,2020-04-06 11:40:02+02:00,"0,0",False
330,wordpress-mobile/gutenberg-mobile,eslint,c5d4c7ded8593439f241a2fcf58af7e58198316d,^5.12.1,5.12.1,6.8.0,4.18.2,1281,2019-08-09T14:21:08Z,2020-02-07 14:39:55+01:00,"181,23",False
331,your-digital-rights/yourdigitalrights.org,next,c7a6e2b5b129fd98849dfc61283589bfc439047e,^9.3.0,9.3.0,9.4.0,9.3.2,140,2020-03-31T06:22:07Z,2020-05-15 09:40:19+01:00,"45,2",False
332,zebrunner/reporting-ui,angular,e62091189f3ea71e64202928f866f1db6e2de8d4,^1.7.0,1.7.0,1.7.9,1.7.9,257,2019-11-20T16:57:55Z,2020-01-27 17:06:59+03:00,"67,21",False
333,zebrunner/stf,lodash,87fbd24ad9412367d819066fed0730ef615a5c28,^4.14.2,4.14.2,4.17.20,4.17.13,84,2019-10-23T01:09:04Z,2020-12-24 03:19:39+03:00,"427,23",False
334,zebrunner/stf,lodash,87fbd24ad9412367d819066fed0730ef615a5c28,^4.14.2,4.14.2,4.17.20,4.17.13,84,2019-10-23T01:09:04Z,2020-12-24 03:19:39+03:00,"427,23",False
335,zebrunner/stf,lodash,87fbd24ad9412367d819066fed0730ef615a5c28,^4.14.2,4.14.2,4.17.20,4.17.13,84,2019-10-23T01:09:04Z,2020-12-24 03:19:39+03:00,"427,23",False
336,zebrunner/stf,lodash,87fbd24ad9412367d819066fed0730ef615a5c28,^4.14.2,4.14.2,4.17.20,4.17.13,84,2019-10-23T01:09:04Z,2020-12-24 03:19:39+03:00,"427,23",False
337,zenmoney/ZenPlugins,webpack-dev-server,b9af5e3928df886ee210c845c8d782ee14b512e1,3.10.3,3.10.3,3.11.0,3.1.11,396,2019-10-01T13:39:23Z,2020-05-22 14:33:11+03:00,"233,21",False
338,zenmoney/ZenPlugins,react-dev-utils,b9af5e3928df886ee210c845c8d782ee14b512e1,4.2.3,4.2.3,10.2.1,3.1.2,402,2019-10-01T13:39:26Z,2020-05-22 14:33:11+03:00,"233,21",False
339,zenmoney/ZenPlugins,lodash,b9af5e3928df886ee210c845c8d782ee14b512e1,4.17.15,4.17.15,4.17.15,4.17.13,403,2019-10-01T13:39:28Z,2020-05-22 14:33:11+03:00,"233,21",False
340,zenmoney/ZenPlugins,lodash,b9af5e3928df886ee210c845c8d782ee14b512e1,4.17.15,4.17.15,4.17.15,4.17.13,403,2019-10-01T13:39:28Z,2020-05-22 14:33:11+03:00,"233,21",False
341,zenmoney/ZenPlugins,lodash,b9af5e3928df886ee210c845c8d782ee14b512e1,4.17.15,4.17.15,4.17.15,4.17.13,403,2019-10-01T13:39:28Z,2020-05-22 14:33:11+03:00,"233,21",False
342,zenmoney/ZenPlugins,lodash,b9af5e3928df886ee210c845c8d782ee14b512e1,4.17.15,4.17.15,4.17.15,4.17.13,403,2019-10-01T13:39:28Z,2020-05-22 14:33:11+03:00,"233,21",False
343,zone-eu/zone-mta,minimist,a69aec12f529d1142f6f4c0a6c2b9f993f9b4a50,1.2.5,1.2.5,1.2.5,1.2.5,230,2020-03-13T21:38:13Z,2020-04-02 15:01:22+03:00,"19,14",False
344,zotero/web-library,tinymce,9bc4c5cf696c0310da5636616cdd790844fce4e4,5.1.6,5.1.6,5.1.6,5.1.4,356,2020-01-30T21:22:59Z,2020-01-31 17:27:56+01:00,"0,19",False
